;company;location;dates;job-title;summary;pros;cons;advice-to-mgmt;overall-ratings;work-balance-stars;culture-values-stars;carrer-opportunities-stars;comp-benefit-stars;senior-mangemnet-stars;helpful-count;link
41;google;none; Dec 4, 2018;Current Employee - Anonymous Employee;Manager;Easy place and people are nice;Employee will require muti-tasking to complete the job;none;4;none;none;none;none;none;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P5.htm
42;google;Seattle, WA; Nov 13, 2018;Current Employee - Staff Software Engineer;Hard to beat;Amazing compensation + benefits (hard to beat in Seattle), office space is cozy. Lots of autonomy. Taking initiative on important things is heavily rewarded.;Growing pains as Google has gone from ~10k to ~100k FTE during my tenure. Processes have mostly scaled, but internal trust and culture have not.;none;5;4;4;5;5;3;2;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P5.htm
43;google;none; Dec 4, 2018;Former Employee - Anonymous Employee;Big Tech;Never have to skip a paycheck.;Google has an over abundance of technicians and under-abundance of thinkers.;none;3;3;2;3;4;1;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P5.htm
44;google;New York, NY; Nov 19, 2018;Current Employee - Program Manager;Great place to work;Ambitious mission, great colleagues, supportive atmosphere.;Everyone is eager to succeed, which can lead to a pretty competitive environment.;none;5;5;3;5;4;5;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P5.htm
45;google;Sunnyvale, CA; Nov 19, 2018;Current Employee - Software Engineer;Positive Experiences;Good opportunities for different technical experiences, good work-life balance, good compensation, great coworkers;Difficult to advance depending on which projects you're contributing to;none;5;5;5;4;4;4;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P5.htm
46;google;none; Nov 19, 2018;Former Employee - Anonymous Employee;Great pay;Great pay, good food, fun employees;There were no cons here;none;5;none;none;none;none;none;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P5.htm
47;google;Ann Arbor, MI; Nov 19, 2018;Former Employee - Associate Account Strategist;Make sure you know what role you're applying for;Employees, food, benefits, perks, shuttle, basically an all-expenses-paid college.;Company has become way too vertical, performance evaluations are no longer representative and have arbitrary 'unwritten rules' that contradict written rules.;Stop putting people on a bell curve, and recognize that stellar performers are kept via recognition and career momentum.;5;4;4;5;5;2;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P5.htm
48;google;none; Dec 2, 2018;Current Employee - Anonymous Employee;Its Google;food, shuttle, technology, perks, health, 401K, brand;Great place to work finace is backend though. Its a tech company first.;none;4;4;4;4;4;3;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P5.htm
49;google;none; Dec 2, 2018;Current Employee - Anonymous Employee;g;perks are pretty good, as is culture;work/life balance is generally moderate to poor;none;4;2;4;4;5;4;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P5.htm
50;google;Mountain View, CA; Nov 16, 2018;Current Employee - Anonymous Employee;meh;Pays really well Free food Looks good on resume;Google wants 60-hour weeks. If you have a 150 IQ, Google is okay with 50-hour weeks, otherwise, 60-hour weeks are required to keep your job. Work is mind-numbingly boring, e.g. sustaining software written 10-20 years ago, mostly. Culture is declining QUICKLY Too many people are competing for your job so Google has CS PhDs doing plumbing work.;Add ethics to the review process A launch is not always a good thing, often we were plumbing in bad new software from other teams so that those other teams could get their promotion for their launch, but nothing got better.;3;2;1;2;5;2;8;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P5.htm
51;google;none; Nov 15, 2018;Current Employee - Anonymous Employee;Good place;Pretty good benifits and bank.;Being challanged everyday. Having no life.;none;5;none;none;5;none;none;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P6.htm
52;google;none; Nov 27, 2018;Former Employee - Anonymous Employee;cs analyst;great work culture , good for starters;long hours can be unreasonable;none, doing fantastic;4;none;none;none;none;none;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P6.htm
53;google;Mountain View, CA; Nov 9, 2018;Current Employee - Software Engineer;Best Job I Ever Had;Amazing and talented co workers best place to work at $$$;All the perks makes me not want to leave work;none;5;5;5;5;5;5;1;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P6.htm
